,features,f_coef
6160,just sat,-0.021513845230696993
6161,just say,0.020271944104750885
6162,just seem,0.005118709220065422
6163,just seems,-0.017240806072852343
6164,just sit,0.021266431799971675
6165,just sitting,0.04118242972070906
6166,just so,0.14939527661375654
6167,just something,0.010074577854287716
6168,just started,0.058775274421390605
6169,just stay,0.013664791534070507
6170,just stop,-0.03691921608057069
6171,just stopped,0.010705580555470278
6172,just take,0.009627156048207245
6173,just tell,-0.03221199390273899
6174,just that,0.08143886993050242
6175,just the,0.01804778690563157
6176,just think,-0.02528524953443081
6177,just thinking,0.03859616714448356
6178,just thought,0.05000709414637537
6179,just tired,-0.006919112371375026
6180,just to,0.02786873314892215
6181,just to get,0.05615185351585129
6182,just told,0.006340828676622183
6183,just too,-0.031159780042767916
6184,just too much,-0.030576079765734943
6185,just trying,-0.01195924374709826
6186,just trying to,-0.011917258389362702
6187,just turned,-0.01608840036242356
6188,just waiting,0.03095315110195087
6189,just wanna,0.02514517034191977
6190,just want,-0.0041691857229431695
6191,just want it,0.021573583601387364
6192,just want someone,-0.027841574393563762
6193,just want to,-0.03317088151069938
6194,just wanted,-0.057535776162103626
6195,just wanted to,-0.012311899221368564
6196,just went,-0.020168068125468244
6197,just wish,0.07482934927813953
6198,just wish could,0.004228500816976613
6199,just wondering,-0.054685550305445786
6200,just wondering if,-0.06701098866642587
6201,keep,0.08621264152859294
6202,keep getting,-0.008924927584475535
6203,keep going,-0.005897535145416175
6204,keep in,0.01224761946373211
6205,keep it,-0.009876393042653411
6206,keep me,0.014893541018662406
6207,keep my,-0.031465584785671075
6208,keep myself,0.007517947457053794
6209,keep on,0.006301291495464771
6210,keep telling,-0.0024481967910318925
6211,keep the,-0.004963984091181237
6212,keep thinking,0.002370582125389457
6213,keep this,-0.0102199443227169
6214,keep trying,-0.011260195112995645
6215,keep up,-0.013135310762239316
6216,keeping,0.0014355632562586987
6217,keeping me,-0.007763798594804962
6218,keeps,0.047088897399478045
6219,keeps me,-0.036605862160646936
6220,kept,0.07728952244205108
6221,kept me,0.008307219466798573
6222,key,-0.006200718286532475
6223,kick,0.015858893092188447
6224,kicked,0.052512187973381176
6225,kicked out,-0.023122956007962638
6226,kicking,-0.011579994130637919
6227,kid,0.002189011942900049
6228,kid and,0.015207071458787583
6229,kids,-0.037882690679054205
6230,kids and,-0.07387951605130129
6231,kill,0.015739308146244337
6232,kill me,0.01235884566301507
6233,kill myself,-0.015426273699925993
6234,killed,0.003945978680608758
6235,killing,-0.03147200386898681
6236,killing me,-0.03346987583363707
6237,killing myself,-0.000697585172749061
6238,kills,-0.000558560281404473
6239,kills me,-0.02817592848144906
6240,kind,0.0916558937657627
6241,kind of,0.053007850076477375
6242,kind of person,0.0043272710220107315
6243,kinda,0.0318764092152392
6244,kinds,-0.046136473973322274
6245,kinds of,-0.034772758254151395
6246,kiss,-0.017088683410217523
6247,kissed,-0.04960954272112175
6248,kitchen,0.03753119946011609
6249,knew,-0.008898346967889013
6250,knew how,-0.009347263963047843
6251,knew it,-0.010421506136725994
6252,knew that,-0.009391025925331566
6253,knew was,-0.018206149106142048
6254,knew what,-0.014642209025996849
6255,knife,-0.030564645063041185
6256,knock,0.023810912473940862
6257,know,0.020950119561492807
6258,know about,-0.012466895481066066
6259,know all,0.02492871802531239
6260,know am,0.019315532774379172
6261,know and,4.767093248625779e-05
6262,know anymore,0.021883835935016895
6263,know anything,-0.0385366697441017
6264,know but,0.021866790742966234
6265,know can,-0.02582663130451288
6266,know cant,0.041170023373451194
6267,know dont,0.0002497950511165984
6268,know for,-0.010708630023492456
6269,know have,0.02003049000055723
6270,know he,0.003536075303404736
6271,know how,0.03927692129711273
6272,know how much,-0.003401183010360432
6273,know how to,0.04595562865940741
6274,know if,-0.02980562738543871
6275,know if can,0.04397675874631437
6276,know if im,-0.016612511413909053
6277,know if its,-0.006349011045682252
6278,know if this,-0.026772134269941354
6279,know im,0.05234869985605448
6280,know im not,0.0039333662271772716
6281,know in,-0.05402780705855515
6282,know is,0.0058325486957253835
6283,know it,-0.021162105018617046
6284,know its,-0.016467095915306772
6285,know its not,-0.004325981354912361
6286,know ive,0.04042451754416491
6287,know just,0.04283299090099683
6288,know me,0.06676542226944222
6289,know my,-0.030457660863354774
6290,know need,0.023290629923782172
6291,know need to,0.0002505490787542217
6292,know people,0.007398468282491546
6293,know she,-0.021921748529948736
6294,know should,-0.02604850647640371
6295,know shouldnt,0.03379816542242086
6296,know that,-0.037366689317807414
6297,know that im,-0.006054359795846019
6298,know thats,-0.010990871717437088
6299,know the,0.00028915092162872435
6300,know there,0.008580945105961036
6301,know they,0.046973656207817585
6302,know this,0.004004125839352009
6303,know this is,-0.010661781683092036
6304,know what,-0.049076760361609226
6305,know what am,-0.037243471111301094
6306,know what else,-0.0015017377204871968
6307,know what im,0.03130869743034522
6308,know what is,-0.024270359808615072
6309,know what it,0.06374581350526609
6310,know what the,-0.03857526384216732
6311,know what to,-0.04072506986129601
6312,know what want,-0.010895025924088055
6313,know whats,0.04388003664280931
6314,know whats wrong,0.01624866377907388
6315,know when,-0.027280328169810318
6316,know where,-0.018410911321959243
6317,know where to,-0.013847536003770611
6318,know whether,0.009749784979506626
6319,know who,0.018138166596854837
6320,know who am,-0.008109751366979735
6321,know why,-0.021541177436100567
6322,know why im,-0.03151908985400351
6323,know will,0.014030503654941073
6324,know you,0.08095986001990652
6325,knowing,-0.11487696875195827
6326,knowing that,-0.003521819802590282
6327,knowing what,0.0024487657963638697
6328,knowledge,0.0013534708672709311
6329,known,0.004859028488640052
6330,known for,0.001145863278811978
6331,knows,0.003801198481255199
6332,knows how,-0.007065361099426993
6333,knows that,-0.02654042735900276
6334,knows what,0.015321724288460807
6335,lack,0.03319981975863092
6336,lack of,0.030980833588328677
6337,lady,0.004510881049630475
6338,laid,-0.041231955855681394
6339,land,0.050391598743013834
6340,language,-0.047676823145047904
6341,laptop,0.011869310255200952
6342,large,-2.9564953205928926e-05
6343,last,0.053615950088193365
6344,last couple,-0.001764779360669897
6345,last couple of,-0.009266172626157082
6346,last few,0.007505659146541872
6347,last few days,0.027307190331544554
6348,last few months,-0.036479669631602485
6349,last few years,0.00976660788075304
6350,last month,0.026993253804073004
6351,last months,-0.025355368662123325
6352,last night,0.10319157406465387
6353,last night and,0.009064946430889797
6354,last night was,0.0041713924112539436
6355,last thing,-0.03294772677162677
6356,last time,-0.00794288318239914
6357,last two,-0.02906770850790482
6358,last week,0.006532075627508919
6359,last year,-0.0954746548052281
6360,last year and,0.0021380625159483683
6361,last years,-0.05105439134887175
6362,lasted,0.02895636126026703
6363,lasts,-0.024570622027838513
6364,late,0.04062115453789804
6365,late and,-0.00859853008441862
6366,lately,0.06946972309827773
6367,lately and,0.04238898167461438
6368,lately have,-0.006743370788125916
6369,lately ive,-0.04634598714230414
6370,lately ive been,-0.030308403039998016
6371,later,0.003503352668229502
6372,later and,-0.01848232262336016
6373,later on,0.014695155345222902
6374,later that,0.0059161773306451925
6375,laugh,-0.11361096177203185
6376,laugh and,0.012264218944244364
6377,laugh at,0.005172341843546589
6378,laughed,0.03141861847092887
6379,laughing,-0.005555956993112797
6380,laughs,0.01185952962601601
6381,law,0.053802772863157634
6382,lay,-0.022434010291191925
6383,lay down,0.0024016172602051925
6384,lay in,-0.04151656880076607
6385,lay in bed,-0.02686440785678272
6386,laying,-0.00420930074276819
6387,lazy,0.02941790642119263
6388,lazy and,0.008101028226543381
6389,lbs,-0.06394013456281014
6390,lead,-0.016196255090955465
6391,lead to,-0.03693288222041219
6392,leading,0.002953999906345572
6393,leads,-0.013590663244740378
6394,learn,0.013677999809670736
6395,learn to,-0.0356977250814304
6396,learned,-0.011211084496880729
6397,learned to,0.03232788238815487
6398,learning,-0.011332592454318122
6399,least,0.03746366460811078
6400,leave,0.07435863472795685
6401,leave and,0.022160141843829185
6402,leave it,0.023119513414297695
6403,leave me,0.02582581525908197
6404,leave me alone,0.02475824790435799
6405,leave my,-0.07864179030788207
6406,leave the,0.015468790208143198
6407,leave the house,0.0270020584183668
6408,leaves,0.03948401817571762
6409,leaves me,-0.002695464308225487
6410,leaving,0.005614127521467334
6411,leaving me,-0.008307240716726897
6412,led,-0.019368338763014296
6413,led to,-0.009240796904432467
6414,left,0.0163225038351728
6415,left alone,-0.008958207714992079
6416,left and,0.02456321160278564
6417,left for,-0.029060894748248838
6418,left in,0.02091086491151456
6419,left me,0.05676660018909315
6420,left my,-0.025637579346409135
6421,left out,-0.033848871452654014
6422,left the,-0.0025060580899360614
6423,left to,-0.019943419212058174
6424,left with,0.027818421650810787
6425,leg,-0.0038777056763633112
6426,legal,-0.004948919388889461
6427,legs,0.004191952241145917
6428,less,0.08497033117507358
6429,less and,0.009575692577940435
6430,less than,-0.00998489969473202
6431,lesson,0.004664276351124957
6432,let,-0.051567159847159844
6433,let alone,0.01686532951356982
6434,let go,-0.007053906498880807
6435,let go of,0.012678743753778778
6436,let her,0.012794674868816832
6437,let him,-0.012281729880314117
6438,let it,-0.051994454621128755
6439,let it go,-0.0223962117597376
6440,let me,-0.06681717535757997
6441,let me know,-0.013966401657524793
6442,let my,-0.012619422158534066
6443,let myself,-0.011748267636592787
6444,let the,-0.011967916925231033
6445,let them,0.0399282162702004
6446,lets,-0.018164428441457044
6447,letter,0.04730654360595327
6448,letting,-0.017544539462678255
6449,letting me,0.02768385509227796
6450,level,-0.0029262910371994828
6451,level of,0.02765111303544903
6452,levels,0.005472438468815633
6453,liar,0.020536040037760026
6454,license,-0.06169189423904615
6455,lie,0.04660596964893009
6456,lie in,0.0053160009011497455
6457,lie to,0.0010664981079151904
6458,lied,-0.015362932193875575
6459,lied to,-0.0008171926983425728
6460,lies,0.028327734094574668
6461,life,0.011434244783661687
6462,life am,0.01430549572816692
6463,life and,-0.08732345672926009
6464,life anymore,0.020133441806136684
6465,life as,0.019684498794520583
6466,life at,0.018728840186599777
6467,life back,-0.0206802792576563
6468,life because,-0.004387244891954677
6469,life but,-0.06862889915189892
6470,life can,0.004867501644198066
6471,life cant,-0.004517577123276056
6472,life dont,-0.02194377706544757
6473,life feel,0.018800127585956884
6474,life for,0.015814790072602967
6475,life had,-0.01968942000181841
6476,life has,0.08526973337675431
6477,life has been,0.04372831172392073
6478,life have,0.07606103425675483
6479,life if,0.018133825482928623
6480,life im,-0.1037923431283993
6481,life in,-0.02058753304040486
6482,life is,-0.00570177003672031
6483,life is just,0.03307210724585836
6484,life is not,-0.02454712299850095
6485,life is so,0.006821447476749659
6486,life isnt,0.010960321258861634
6487,life it,-0.02636220450219226
6488,life its,0.0016430850639614614
6489,life ive,0.00762661424934899
6490,life just,-0.014471492780657758
6491,life like,-0.059753405389228104
6492,life my,0.020585875431947894
6493,life no,0.0013924866993104588
6494,life not,0.018496624769821328
6495,life now,-0.018378909680801754
6496,life of,0.01700481244795107
6497,life on,0.010699884981225757
6498,life or,0.00585967953543418
6499,life right,0.033958161233717206
6500,life right now,0.0012283916384354906
6501,life seems,-0.03536746273254934
6502,life so,-0.0034844982824901783
6503,life sucks,0.021038690869434166
6504,life that,-0.0008112725656758244
6505,life the,0.011466676331401913
6506,life this,0.00021702103508422138
6507,life to,0.0407742804344648
6508,life want,0.011224709188688134
6509,life was,0.048911383366001586
6510,life what,0.02890224743486891
6511,life when,0.028509024695514706
6512,life where,-0.03052761276533256
6513,life will,0.0035376706878933284
6514,life with,-0.010401231836871826
6515,life without,0.004105966505602028
6516,life would,-0.00010875291159688105
6517,lifes,-0.024819858901348135
6518,lifestyle,0.0009729780540251042
6519,lift,-0.05131376961481759
6520,light,-0.049102091236621466
6521,light at,-0.014061133716316645
6522,light at the,-0.013983142381730753
6523,like all,-0.0259081091403533
6524,like always,0.006361191718606641
6525,like am,0.046714222088954434
6526,like an,0.03254752555492112
6527,like and,0.0027450212802636706
6528,like being,-0.010322563216916497
6529,like can,0.0013433209727343816
6530,like cant,-0.1014826102822943
6531,like complete,-0.05203867396742262
6532,like could,0.041429831294572256
6533,like crap,0.033752667768011696
6534,like crying,-0.025021887113429713
6535,like do,0.04284871642744885
6536,like doing,0.03224844555442706
6537,like dont,-0.002245968454660105
6538,like every,-0.012712884915177693
6539,like everyone,0.028971301390865716
6540,like everyone else,-0.0012059606520260877
6541,like everything,-0.04877131800619401
6542,like failure,0.014815364993339682
6543,like going,-0.026066327552071975
6544,like had,-0.09124492388860164
6545,like have,-0.06333479577879633
6546,like have no,-0.017528367750948893
6547,like have to,-0.004384213106908106
6548,like he,0.019058820602871663
6549,like her,-0.0020990645773864736
6550,like him,0.0766209723388891
6551,like how,-0.017025077910786418
6552,like if,0.026421132775316224
6553,like ill,-0.010590836806079017
6554,like im,0.04811224594741736
6555,like im going,-0.021916347623176517
6556,like im in,-0.004216676510986783
6557,like im just,-0.02969762602346149
6558,like im not,0.007579509015318307
6559,like in,-0.02108883249442098
6560,like it,-0.048836589273709846
6561,like it was,-0.047020680938745035
6562,like its,-0.007340919687652662
6563,like ive,0.0045543713678685835
6564,like ive been,0.012167961592981091
6565,like just,0.002283225808579716
6566,like me,-0.022182364395241336
6567,like me and,-0.0041286876466662525
6568,like most,0.0021646850953439705
6569,like my,0.03551383844171534
6570,like my life,-0.0018027365731454745
6571,like myself,-0.03366697902329354
6572,like need,-0.02545817463121705
6573,like need to,-0.03173879630025251
6574,like no,0.036098713256950826
6575,like no one,0.002052390764956409
6576,like normal,0.014768728032298173
6577,like nothing,-0.021178593052000625
6578,like one,0.0001263516105406942
6579,like people,-0.047076306290894494
6580,like said,-0.015764798679103915
6581,like she,-0.0056268235792378
6582,like shit,0.03273459985204306
6583,like should,0.018809456581117594
6584,like some,-0.006797174551728944
6585,like someone,0.0036531393088748533
6586,like something,-0.003386431767820384
6587,like such,0.03332069183389674
6588,like talking,-0.020551823272337635
6589,like that,-0.08560170320115328
6590,like that and,-0.0065210318956568526
6591,like that but,0.008247466924807345
6592,like the,-0.03915733399238014
6593,like them,-0.004025439705670779
6594,like there,0.039162356867708026
6595,like there is,0.01100755800832144
6596,like theres,-0.020710154405686545
6597,like they,-0.0027690229326656737
6598,like this,-0.06783921706547487
6599,like this and,0.007249170136529397
6600,like this but,-0.02867375802119252
6601,like this for,0.004321651830168563
6602,like to,-0.07043609448473258
6603,like to be,0.020924443431894764
6604,like used,0.01878600086471138
6605,like used to,0.020035418693136138
6606,like want,0.01345916969503817
6607,like want to,0.014092635062434813
6608,like was,-0.040131615047878974
6609,like we,0.010702324695749516
6610,like what,0.018173047769356424
6611,like when,0.02373288050597148
6612,like you,-0.008901565700707189
6613,liked,-0.08613428560736863
6614,liked me,-0.027768783389580026
6615,likely,0.023419406804685038
6616,likes,-0.019360496251434607
6617,likes me,0.018613140078351548
6618,liking,-0.033997664142476944
6619,limited,-0.008479113618256493
6620,line,-0.026835806714783285
6621,lines,0.014012463553999575
6622,list,-0.013976351243092959
6623,list of,-0.0208999126161857
6624,listen,-0.03791287839967723
6625,listen to,0.05587564050162017
6626,listen to me,-0.04734971091606206
6627,listened,-0.004267621528729943
6628,listened to,-0.00302538538140187
6629,listening,-0.009150743267612949
6630,listening to,-0.01654120929834841
6631,literally,0.11631625622607511
6632,little,0.02556862908584561
6633,little better,0.0017858330107927449
6634,little bit,0.0313370865804279
6635,little bit of,-0.012441169058468933
6636,little more,0.008162668647498907
6637,little thing,-0.012684938596277917
6638,little things,-0.006411591260595676
6639,little to,-0.041185815152559986
6640,little while,0.004471638188605875
6641,live,-0.05225701544674254
6642,live alone,0.0021549470929576476
6643,live and,0.03494337965555079
6644,live at,-0.012838967199424626
6645,live for,-0.028870944639400802
6646,live in,-0.0723799219508688
6647,live in the,0.011343541592777777
6648,live life,0.010311323126930652
6649,live like,-0.0008838582933879873
6650,live like this,0.0218849372266308
6651,live my,-0.065572318222945
6652,live my life,-0.034080790086440174
6653,live on,-0.013153539955512415
6654,live with,-0.0014311200568596326
6655,live with my,-0.0027010062094820946
6656,lived,0.06762379956384544
6657,lived in,0.03435276207707909
6658,lived with,-0.036651081286666685
6659,lives,0.0670864490764872
6660,lives and,0.032997239058118806
6661,lives in,0.041155874943981686
6662,living,-0.10092012561631751
6663,living at,0.006462315663268554
6664,living in,0.05827768210353273
6665,living on,-0.0011672967012285448
6666,living with,-0.010839670379806599
6667,living with my,-0.01743497411009474
6668,ll,-0.05216654857639327
6669,load,0.016063778153033007
6670,loads,0.012765775046318468
6671,loads of,0.011576817989782032
6672,loan,-0.017564388457706335
6673,local,0.024213201100017123
6674,lock,0.031582518434181556
6675,locked,0.056643910892555334
6676,logical,-0.03141576856314072
6677,lol,0.04360123751622296
6678,london,0.04697733134388508
6679,loneliness,-0.012613863349425058
6680,lonely,-0.001953967275790902
6681,lonely and,-0.11739974291626479
6682,loner,0.02471539501043062
6683,long,0.06338782506871306
6684,long ago,0.00804601410001188
6685,long and,-0.013576138057617397
6686,long as,0.053627512246110155
6687,long as can,0.013478504124403635
6688,long but,-0.012982694806421877
6689,long enough,-0.024350367450826735
6690,long post,0.03524974762850425
6691,long story,-0.024127883501446207
6692,long story short,-0.019329485137557702
6693,long term,-0.008238674525120069
6694,long time,0.027828795886602337
6695,long time ago,0.004295106605854348
6696,long time and,-0.007146208177506748
6697,long time now,0.003513244112594126
6698,long to,-0.002555584807313531
6699,longer,0.08767509267413615
6700,longer can,-8.452677009366859e-05
6701,longer than,0.0011380896884280937
6702,longest,-0.008887248373117565
6703,look,-0.008711750060001765
6704,look after,-0.017718863079792306
6705,look at,-0.039013724708355145
6706,look at me,0.006385639829590162
6707,look at the,0.04599706139465705
6708,look back,0.026377255223049005
6709,look for,0.05319778585276138
6710,look forward,0.011562778204455169
6711,look forward to,0.019342168054238957
6712,look in,-0.0027450465691109768
6713,look like,0.040761179328408746
6714,look up,0.04735583173700852
6715,looked,0.051184799282403735
6716,looked at,0.021828208443704897
6717,looked like,-0.0020744859767269533
6718,looking,-0.14201996482174464
6719,looking at,0.024452803270364528
6720,looking back,0.002930298920571319
6721,looking for,-0.05338367132841469
6722,looking forward,0.04119389722078238
6723,looking forward to,0.032318315276246914
6724,looking up,-0.07116591584395457
6725,looks,0.014290360586504998
6726,looks like,0.004881522767129296
6727,loose,0.038935862495888374
6728,loosing,0.007475728116671688
6729,lose,-0.07581873654087483
6730,lose my,-0.017146995728888594
6731,loser,0.07695752470314327
6732,losing,-0.019073754171550248
6733,losing my,-0.020041208803913257
6734,loss,0.01646663809617374
6735,loss of,0.006457628619768863
6736,lost,-0.050204311804941955
6737,lost all,0.03283358906124926
6738,lost and,-0.014733627526484216
6739,lost in,0.013646711646532061
6740,lost interest,-0.034432990831942914
6741,lost interest in,-0.036294806593643626
6742,lost it,-0.036549443804319404
6743,lost my,-0.051271768339148656
6744,lost my job,0.044672413224081664
6745,lost the,-0.017937295163120093
6746,lot,0.04734009949944622
6747,lot about,0.0012033536529519717
6748,lot and,-0.004626396395858346
6749,lot but,0.00884840639737315
6750,lot in,-0.007463762299683983
6751,lot more,-0.02021464593944773
6752,lot of,0.017250035634231636
6753,lot of my,0.012946849225905386
6754,lot of people,-0.028447194087793403
6755,lot of the,0.001999196847661021
6756,lot of things,-0.010168772465209551
6757,lot of time,0.02130176900462774
6758,lot to,0.022261936422121074
6759,lots,0.02441414489525421
6760,lots of,0.0328515829516275
6761,loud,0.024641349212646147
6762,love,-0.05694281116459751
6763,love and,-0.025638670205315097
6764,love but,-0.005790406152349817
6765,love for,-0.0005905474124477416
6766,love her,-0.0604473272556596
6767,love him,-0.05516660077584698
6768,love is,0.027327251026268182
6769,love it,-0.004242152092920607
6770,love me,0.02030398071038307
6771,love me and,0.02791439766528636
6772,love my,-0.029295331985492532
6773,love myself,-0.00019501408313467262
6774,love of,-0.032984060341686425
6775,love the,-0.024331821396547437
6776,love them,-0.005372098945045714
6777,love to,0.003311240688704974
6778,love with,0.025505768346321216
6779,love you,0.0327126898414933
6780,loved,-0.06833594161368302
6781,loved and,-0.013935822081547205
6782,loved her,-0.0024044336878302304
6783,loved him,0.025587953351104836
6784,loved me,-0.02737667521948089
6785,loved ones,-0.04264411078260822
6786,lovely,-0.012707165920965234
6787,loves,-0.02520425788808443
6788,loves me,-0.014309017014649839
6789,loving,-0.04224764129590027
6790,low,-0.03831796068098783
6791,low and,0.005087849633705847
6792,low self,-0.021628019680746183
6793,low self esteem,-0.014960248214376526
6794,lower,0.01745068106201982
6795,lowest,0.024466628697511685
6796,luck,0.026072584494536453
6797,luckily,-0.004615909481001793
6798,lucky,-0.000500824188575018
6799,lunch,0.0508212468374615
6800,lying,-0.05064750350744212
6801,lying to,-0.017753494098102902
6802,machine,0.03511610682058098
6803,mad,-0.0494487759476295
6804,mad and,-0.0206117752921683
6805,mad at,-0.06418583733765443
6806,mad at me,-0.04511827515125413
6807,made,0.07454590565287558
6808,made fun,-0.039718961260407755
6809,made her,-0.013686295372664102
6810,made it,-0.0071254777283430454
6811,made me,0.05852749271794696
6812,made me feel,0.007065022769824087
6813,made my,0.011808364158697468
6814,made some,0.018471636588791713
6815,made the,-0.008904124394808682
6816,made to,0.00014575779288047424
6817,made up,-0.002311106958210587
6818,main,-0.05908764468933391
6819,mainly,-0.0028342387236405587
6820,maintain,-0.032644418926948804
6821,major,-0.008266775686430706
6822,major depression,0.024448691188995446
6823,majority,0.020409157853932682
6824,majority of,0.018997377576693595
6825,make,-0.00869427770449368
6826,make an,-0.0016737109582077297
6827,make any,0.004092373551575621
6828,make friends,-0.03500028828600682
6829,make fun,-0.00402940882408027
6830,make fun of,0.0005412636269671021
6831,make her,-0.024250629000233274
6832,make him,-0.02631493209044424
6833,make it,0.12059689026058971
6834,make it through,-0.012833055327048
6835,make me,-0.017078204778949477
6836,make me feel,0.03440789040219708
6837,make me happy,0.03178854537678229
6838,make my,-0.019067753767606496
6839,make myself,-0.014284040058882503
6840,make new,0.03292049905588495
6841,make new friends,0.030600693506990437
6842,make sense,0.0077906346322419665
6843,make some,0.002975599713254739
6844,make sure,0.03314549410906378
6845,make the,0.014997418243584712
6846,make them,0.01828925088390055
6847,make things,-0.06109834618563818
6848,make this,0.004733419597500525
6849,make up,0.0002878888275138847
6850,make you,-0.02620935831300013
6851,makes,0.07798072358843414
6852,makes it,-0.003471787115493847
6853,makes it worse,-0.00022718040052681978
6854,makes me,-0.009079338055548284
6855,makes me feel,-0.03961964883488201
6856,makes me happy,0.02287058209307731
6857,makes me sad,-0.019928354933673828
6858,makes me so,0.010091065260978931
6859,makes me want,0.0399788767835737
6860,makes my,-0.027233230783903873
6861,makes sense,0.02390219694946951
6862,makes you,-0.0025451315840440327
6863,making,0.030550875513699907
6864,making friends,0.035316820428790904
6865,making it,-0.014000922663560372
6866,making me,-0.004907849569516591
6867,making me feel,-0.010001962436570113
6868,making my,0.009198297500816976
6869,male,-0.09869502122137845
6870,male and,-0.020928003830699485
6871,man,-0.1395027550746585
6872,man and,-0.007032132359981869
6873,man who,-0.006474085345251378
6874,manage,-0.012351527116838458
6875,manage to,0.01613661351582172
6876,managed,0.022585800229165346
6877,managed to,0.024906846967949165
6878,managed to get,0.02849741097717881
6879,manager,-0.015190547035404359
6880,manic,0.0745111072523779
6881,many,0.10767145532139026
6882,many different,-0.037320075419536046
6883,many friends,-0.0005338968609793851
6884,many of,-0.0560932423915368
6885,many other,-0.0313595781669116
6886,many people,0.06297379300402123
6887,many things,-0.044318711214435
6888,many times,-0.018696897253818085
6889,many years,-0.03779815479348041
6890,march,-0.010936207237969762
6891,marijuana,-0.037215173469596304
6892,marks,0.0454497173946307
6893,marriage,-0.07155423838372667
6894,married,-0.08573093611107771
6895,married and,-0.020918567464996558
6896,marry,-0.015637971624491556
6897,mask,-0.010629255702283024
6898,massive,0.02223573699328701
6899,masters,-0.0053590459609465565
6900,mate,0.003969056031315408
6901,material,-0.0057813938495987665
6902,mates,-0.053800778909203144
6903,math,0.05841890527123767
6904,matter,-0.011554625505198715
6905,matter how,-0.012811438440505302
6906,matter how hard,-0.010922404388466134
6907,matter how much,-0.0019532834631705597
6908,matter of,-0.011822977177993016
6909,matter what,0.02583149867076375
6910,matter what do,-0.007457304183959109
6911,matters,0.05706873442593033
6912,may,0.02738588326035933
6913,may be,0.0422428270878493
6914,may have,-0.06213096488390161
6915,may not,0.04657238578472791
6916,maybe,0.049510825246988216
6917,maybe am,0.03514028548682949
6918,maybe because,-0.03333039575096984
6919,maybe even,-0.016895081045151566
6920,maybe if,-0.009631735314212263
6921,maybe im,0.06350530990019698
6922,maybe it,0.054013881583338134
6923,maybe its,0.02500764367959075
6924,maybe just,0.0052691074167770385
6925,maybe should,0.06515066542987427
6926,maybe thats,-0.02339286115153742
6927,maybe the,0.0008076947462387349
6928,maybe this,-0.014483333636329076
6929,me about,0.00030423554984567407
6930,me after,-0.01750309306453479
6931,me again,0.046229706513905615
6932,me all,-0.02547705819144501
6933,me all the,-0.0007839095370288255
6934,me alone,0.034169064431684965
6935,me also,0.004033812454212789
6936,me always,-0.010628649118714185
6937,me am,0.0071723479554455715
6938,me an,0.045091454571960024
6939,me and,-0.029807510880865827
6940,me and cant,-0.016123964596999423
6941,me and dont,0.021100148346550437
6942,me and have,-0.016662980658823667
6943,me and he,-0.024394839403324813
6944,me and im,-0.06040907218211554
6945,me and it,-0.023403084582727107
6946,me and just,0.022832022392719954
6947,me and my,-0.044123206675094624
6948,me and she,-0.013919410092566045
6949,me and that,0.045575405236272876
6950,me and the,0.01342893852028725
6951,me and then,0.01921966710154305
6952,me and they,-0.009233924629742781
6953,me any,0.08139381489465097
6954,me anymore,0.012371567072556567
6955,me anyway,0.01891277797253173
6956,me are,-0.013004267101773272
6957,me around,-0.012550732139836668
6958,me as,0.02904950954645865
6959,me at,-0.02538819940532366
6960,me at all,-0.012855121658371776
6961,me at the,-0.02755792265492822
6962,me away,-0.024888710008617813
6963,me back,-0.022586660978174296
6964,me because,-0.03707416752249444
6965,me because im,-0.02646670931954878
6966,me because of,-0.014936925096374945
6967,me before,-0.015425830940642525
6968,me being,-0.05070206683581615
6969,me but,-0.1308283230200426
6970,me but dont,0.007890041813451274
6971,me but it,-0.004634686599762452
6972,me by,-0.030195207546483357
6973,me can,-0.0026322960268447106
6974,me cant,-0.0018644607516813197
6975,me crazy,-0.026633289135641065
6976,me cry,-0.0473017116731929
6977,me depressed,0.03249386751523588
6978,me do,0.004599904459286803
6979,me dont,0.009054666787990093
6980,me dont know,-0.01900218676240534
6981,me dont want,-0.02146634698297731
6982,me down,0.005450006991047679
6983,me down and,-0.02765345549021496
6984,me either,0.02083323607649752
6985,me even,-0.002468029247145776
6986,me even more,-0.03876958226284452
6987,me even though,0.012101137257390262
6988,me every,0.0031756445863229134
6989,me everything,0.008086598779585438
6990,me feel,-0.020365056778533765
6991,me feel better,-0.03727286535555922
6992,me feel even,0.006917885504689718
6993,me feel like,0.014325145646179208
6994,me feel so,-0.022674614475065014
6995,me feel worse,0.012369583940840772
6996,me feeling,0.016930636331405288
6997,me for,-0.019640025807643388
6998,me for the,0.006558135933895492
6999,me from,0.0322025962342431
7000,me from the,-0.013700759914113582
7001,me get,-0.009157574360717374
7002,me go,0.03400216056300442
7003,me going,-0.024997928643710293
7004,me guess,-0.018119768849011262
7005,me had,-0.009780980512889986
7006,me happy,0.04979263104408442
7007,me hate,0.06866168529383684
7008,me have,-0.04340473990057187
7009,me have no,-0.0029821057787928593
7010,me he,0.007611892658530916
7011,me he was,0.013502639671355234
7012,me here,0.04744822773122058
7013,me how,0.0647444826129131
7014,me if,-0.025717114393703697
7015,me im,0.044148956257856704
7016,me im not,-0.011535419141862785
7017,me in,0.004746229165319305
7018,me in my,-0.013043055968869649
7019,me in the,0.055331900987371334
7020,me into,-0.028853476287002935
7021,me is,0.027490425260708294
7022,me is that,0.03635688167553651
